  x-r-uv           y-r-uv    x-s-uv           y-s-uv    x-r-ecd       y-r-ecd    x-s-ecd        y-s-ecd
   376.2      5.17105e-48     376.2      3.71357e-52      376.2   2.22944e-50      376.2    1.91723e-55
   376.4      4.03083e-48     376.4      2.86968e-52      376.4   1.73789e-50      376.4    1.48162e-55
   376.6      3.14201e-48     376.6      2.21757e-52      376.6   1.3547e-50       376.6    1.14499e-55
   376.8      2.44917e-48     376.8      1.71366e-52      376.8   1.056e-50        376.8    8.84853e-56
   377        1.90909e-48     377        1.32426e-52      377     8.23152e-51      377      6.83821e-56
   377.2      1.4881e-48      377.2      1.02335e-52      377.2   6.41646e-51      377.2    5.28465e-56
   377.4      1.15995e-48     377.4      7.90823e-53      377.4   5.0016e-51       377.4    4.08407e-56
   377.6      9.04152e-49     377.6      6.11134e-53      377.6   3.89871e-51      377.6    3.15626e-56
   377.8      7.04763e-49     377.8      4.72278e-53      377.8   3.03901e-51      377.8    2.43925e-56
   378        5.49343e-49     378        3.64974e-53      378     2.36887e-51      378      1.88514e-56
   378.2      4.28197e-49     378.2      2.82052e-53      378.2   1.8465e-51       378.2    1.45691e-56
   378.4      3.33766e-49     378.4      2.17972e-53      378.4   1.43932e-51      378.4    1.12597e-56
   378.6      2.6016e-49      378.6      1.68452e-53      378.6   1.12192e-51      378.6    8.70215e-57
   378.8      2.02786e-49     378.8      1.30184e-53      378.8   8.74519e-52      378.8    6.72558e-57
   379        1.58065e-49     379        1.0061e-53       379     6.81672e-52      379      5.198e-57
   379.2      1.23206e-49     379.2      7.7755e-54       379.2   5.3135e-52       379.2    4.01743e-57
   379.4      9.60349e-50     379.4      6.00926e-54      379.4   4.14178e-52      379.4    3.10502e-57
   379.6      7.48559e-50     379.6      4.64428e-54      379.6   3.22844e-52      379.6    2.39986e-57
   379.8      5.83477e-50     379.8      3.5894e-54       379.8   2.51651e-52      379.8    1.85487e-57
   380        4.54802e-50     380        2.77414e-54      380     1.96158e-52      380      1.43365e-57
   380.2      3.54504e-50     380.2      2.14408e-54      380.2   1.52902e-52      380.2    1.10811e-57
   380.4      2.76326e-50     380.4      1.65714e-54      380.4   1.19185e-52      380.4    8.56493e-58
   380.6      2.15388e-50     380.6      1.28081e-54      380.6   9.29034e-53      380.6    6.62021e-58
   380.8      1.6789e-50      380.8      9.89951e-55      380.8   7.24173e-53      380.8    5.11713e-58
   381        1.30867e-50     381        7.65155e-55      381     5.64488e-53      381      3.95536e-58
   381.2      1.02008e-50     381.2      5.91413e-55      381.2   4.40016e-53      381.2    3.0574e-58
   381.4      7.95136e-51     381.4      4.57129e-55      381.4   3.42992e-53      381.4    2.36334e-58
   381.6      6.19799e-51     381.6      3.5334e-55       381.6   2.67363e-53      381.6    1.82686e-58
   381.8      4.83128e-51     381.8      2.7312e-55       381.8   2.08412e-53      381.8    1.41218e-58
   382        3.76596e-51     382        2.11116e-55      382     1.62459e-53      382      1.09165e-58
   382.2      2.93557e-51     382.2      1.63191e-55      382.2   1.26639e-53      382.2    8.43885e-59
   382.4      2.28829e-51     382.4      1.26147e-55      382.4   9.87178e-54      382.4    6.52364e-59
   382.6      1.78374e-51     382.6      9.75137e-56      382.6   7.6953e-54       382.6    5.04318e-59
   382.8      1.39046e-51     382.8      7.53809e-56      382.8   5.99872e-54      382.8    3.89876e-59
   383        1.08389e-51     383        5.82726e-56      383     4.67622e-54      383      3.01409e-59
   383.2      8.44921e-52     383.2      4.5048e-56       383.2   3.64531e-54      383.2    2.3302e-59
   383.4      6.58644e-52     383.4      3.48253e-56      383.4   2.84169e-54      383.4    1.80151e-59
   383.6      5.13439e-52     383.6      2.69229e-56      383.6   2.21526e-54      383.6    1.39281e-59
   383.8      4.0025e-52      383.8      2.0814e-56       383.8   1.72693e-54      383.8    1.07684e-59
   384        3.12016e-52     384        1.60916e-56      384     1.34626e-54      384      8.32573e-60
   384.2      2.43236e-52     384.2      1.24409e-56      384.2   1.04951e-54      384.2    6.43725e-60
   384.4      1.89619e-52     384.4      9.61857e-57      384.4   8.18181e-55      384.4    4.97723e-60
   384.6      1.47823e-52     384.6      7.43669e-57      384.6   6.37847e-55      384.6    3.84843e-60
   384.8      1.1524e-52      384.8      5.74986e-57      384.8   4.97266e-55      384.8    2.97569e-60
   385        8.98407e-53     385        4.44574e-57      385     3.87673e-55      385      2.30092e-60
   385.2      7.00401e-53     385.2      3.43747e-57      385.2   3.02236e-55      385.2    1.7792e-60
   385.4      5.46041e-53     385.4      2.65794e-57      385.4   2.35631e-55      385.4    1.37581e-60
   385.6      4.25705e-53     385.6      2.05522e-57      385.6   1.83707e-55      385.6    1.0639e-60
   385.8      3.31893e-53     385.8      1.58922e-57      385.8   1.43226e-55      385.8    8.22721e-61
   386        2.58757e-53     386        1.2289e-57       386     1.11667e-55      386      6.36231e-61
   386.2      2.0174e-53      386.2      9.50299e-58      386.2   8.7063e-56       386.2    4.92024e-61
   386.4      1.57289e-53     386.4      7.34876e-58      386.4   6.78809e-56      386.4    3.80512e-61
   386.6      1.22634e-53     386.6      5.683e-58        386.6   5.29259e-56      386.6    2.9428e-61
   386.8      9.56159e-54     386.8      4.39493e-58      386.8   4.12662e-56      386.8    2.27596e-61
   387        7.45513e-54     387        3.39889e-58      387     3.21757e-56      387      1.76026e-61
   387.2      5.81282e-54     387.2      2.62865e-58      387.2   2.50881e-56      387.2    1.36145e-61
   387.4      4.53236e-54     387.4      2.033e-58        387.4   1.9562e-56       387.4    1.05302e-61
   387.6      3.53402e-54     387.6      1.57237e-58      387.6   1.52534e-56      387.6    8.14484e-62
   387.8      2.75563e-54     387.8      1.21614e-58      387.8   1.18939e-56      387.8    6.29999e-62
   388        2.14872e-54     388        9.40637e-59      388     9.27454e-57      388      4.87313e-62
   388.2      1.67551e-54     388.2      7.27566e-59      388.2   7.23213e-57      388.2    3.76954e-62
   388.4      1.30653e-54     388.4      5.62774e-59      388.4   5.6396e-57       388.4    2.91595e-62
   388.6      1.01883e-54     388.6      4.35319e-59      388.6   4.39781e-57      388.6    2.25571e-62
   388.8      7.94493e-55     388.8      3.36738e-59      388.8   3.42952e-57      388.8    1.74501e-62
   389        6.19565e-55     389        2.60489e-59      389     2.67447e-57      389      1.34997e-62
   389.2      4.8316e-55      389.2      2.01511e-59      389.2   2.08569e-57      389.2    1.04439e-62
   389.4      3.76794e-55     389.4      1.5589e-59       389.4   1.62656e-57      389.4    8.08008e-63
   389.6      2.9385e-55      389.6      1.20601e-59      389.6   1.26853e-57      389.6    6.25143e-63
   389.8      2.29168e-55     389.8      9.33035e-60      389.8   9.89321e-58      389.8    4.83678e-63
   390        1.78728e-55     390        7.21865e-60      390     7.71584e-58      390      3.74235e-63
   390.2      1.39393e-55     390.2      5.58505e-60      390.2   6.0178e-58       390.2    2.89565e-63
   390.4      1.08716e-55     390.4      4.32126e-60      390.4   4.69354e-58      390.4    2.24059e-63
   390.6      8.4793e-56      390.6      3.34354e-60      390.6   3.66078e-58      390.6    1.73376e-63
   390.8      6.61353e-56     390.8      2.58712e-60      390.8   2.85532e-58      390.8    1.34162e-63
   391        5.15842e-56     391        2.00189e-60      391     2.22713e-58      391      1.03821e-63
   391.2      4.02355e-56     391.2      1.54909e-60      391.2   1.73718e-58      391.2    8.03438e-64
   391.4      3.13842e-56     391.4      1.19874e-60      391.4   1.35505e-58      391.4    6.21776e-64
   391.6      2.44806e-56     391.6      9.27658e-61      391.6   1.057e-58        391.6    4.81203e-64
   391.8      1.90961e-56     391.8      7.17901e-61      391.8   8.24525e-59      391.8    3.72424e-64
   392        1.48962e-56     392        5.55591e-61      392     6.43195e-59      392      2.88244e-64
   392.2      1.16203e-56     392.2      4.29991e-61      392.2   5.01755e-59      392.2    2.23099e-64
   392.4      9.06503e-57     392.4      3.32796e-61      392.4   3.91428e-59      392.4    1.72683e-64
   392.6      7.07183e-57     392.6      2.5758e-61       392.6   3.05366e-59      392.6    1.33664e-64
   392.8      5.51702e-57     392.8      1.99369e-61      392.8   2.38233e-59      392.8    1.03465e-64
   393        4.30415e-57     393        1.54319e-61      393     1.85863e-59      393      8.00918e-65
   393.2      3.35801e-57     393.2      1.19453e-61      393.2   1.45009e-59      393.2    6.20008e-65
   393.4      2.61992e-57     393.4      9.24671e-62      393.4   1.13138e-59      393.4    4.79978e-65
   393.6      2.04411e-57     393.6      7.15802e-62      393.6   8.82735e-60      393.6    3.71587e-65
   393.8      1.59489e-57     393.8      5.54133e-62      393.8   6.88756e-60      393.8    2.87683e-65
   394        1.24443e-57     394        4.28993e-62      394     5.37417e-60      394      2.22733e-65
   394.2      9.71001e-58     394.2      3.32124e-62      394.2   4.19342e-60      394.2    1.72452e-65
   394.4      7.57672e-58     394.4      2.57139e-62      394.4   3.27219e-60      394.4    1.33527e-65
   394.6      5.91228e-58     394.6      1.9909e-62       394.6   2.5534e-60       394.6    1.03391e-65
   394.8      4.6136e-58      394.8      1.54151e-62      394.8   1.99256e-60      394.8    8.00601e-66
   395        3.60029e-58     395        1.1936e-62       395     1.55495e-60      395      6.1996e-66
   395.2      2.80961e-58     395.2      9.24247e-63      395.2   1.21348e-60      395.2    4.80094e-66
   395.4      2.19264e-58     395.4      7.15703e-63      395.4   9.47025e-61      395.4    3.71797e-66
   395.6      1.71121e-58     395.6      5.54235e-63      395.6   7.39099e-61      395.6    2.8794e-66
   395.8      1.33551e-58     395.8      4.29211e-63      395.8   5.76841e-61      395.8    2.23004e-66
   396        1.04234e-58     396        3.32402e-63      396     4.50218e-61      396      1.72719e-66
   396.2      8.1354e-59      396.2      2.57439e-63      396.2   3.514e-61        396.2    1.33778e-66
   396.4      6.34985e-59     396.4      1.99389e-63      396.4   2.74279e-61      396.4    1.03621e-66
   396.6      4.95634e-59     396.6      1.54434e-63      396.6   2.14091e-61      396.6    8.02648e-67
   396.8      3.86876e-59     396.8      1.1962e-63       396.8   1.67115e-61      396.8    6.21756e-67
   397        3.01992e-59     397        9.26572e-64      397     1.30451e-61      397      4.8165e-67
   397.2      2.3574e-59      397.2      7.17749e-64      397.2   1.01834e-61      397.2    3.7313e-67
   397.4      1.84028e-59     397.4      5.5601e-64       397.4   7.94967e-62      397.4    2.89073e-67
   397.6      1.43664e-59     397.6      4.30736e-64      397.6   6.20613e-62      397.6    2.2396e-67
   397.8      1.12157e-59     397.8      3.337e-64        397.8   4.84513e-62      397.8    1.73521e-67
   398        8.75625e-60     398        2.58534e-64      398     3.78272e-62      398      1.34447e-67
   398.2      6.83634e-60     398.2      2.00308e-64      398.2   2.95337e-62      398.2    1.04176e-67
   398.4      5.33757e-60     398.4      1.55202e-64      398.4   2.30592e-62      398.4    8.07235e-68
   398.6      4.16752e-60     398.6      1.20257e-64      398.6   1.80047e-62      398.6    6.25535e-68
   398.8      3.25406e-60     398.8      9.31847e-65      398.8   1.40586e-62      398.8    4.84754e-68
   399        2.54091e-60     399        7.22098e-65      399     1.09777e-62      399      3.75673e-68
   399.2      1.98411e-60     399.2      5.59584e-65      399.2   8.57226e-63      399.2    2.91149e-68
   399.4      1.54938e-60     399.4      4.33664e-65      399.4   6.69414e-63      399.4    2.25653e-68
   399.6      1.20994e-60     399.6      3.36093e-65      399.6   5.22767e-63      399.6    1.74897e-68
   399.8      9.44903e-61     399.8      2.60485e-65      399.8   4.0826e-63       399.8    1.35564e-68
